"loan_amnt","term","home_ownership","annual_inc","loan_status","sub_grade_int_map","region","sex","age","vegetarian","weight"
35000,"36 month loans","Paying off mortgage",104572,"Positive",3,"US West inhabitants","Males",46.443584,"Non-vegetarians",218.461538461538
30500,"36 month loans","Paying off mortgage",61000,"Positive",2,"US West inhabitants","Males",34.592,"Non-vegetarians",208.076923076923
4500,"36 month loans","Renters",47500,"Positive",5,"US West inhabitants","Males",30.92,"Non-vegetarians",148.076923076923
31500,"36 month loans","Home owners",75000,"Negative",5,"US West inhabitants","Males",38.4,"Non-vegetarians",210.384615384615
5400,"36 month loans","Paying off mortgage",68000,"Positive",1,"US South inhabitants","Females",36.496,"Non-vegetarians",150.153846153846
21000,"60 month loans","Paying off mortgage",1e+05,"Positive",5,"US South inhabitants","Females",45.2,"Non-vegetarians",186.153846153846
20000,"60 month loans","Paying off mortgage",55000,"Negative",7,"US South inhabitants","Females",32.96,"Non-vegetarians",183.846153846154
14400,"36 month loans","Paying off mortgage",46000,"Positive",3,"US South inhabitants","Females",30.512,"Non-vegetarians",170.923076923077
22000,"36 month loans","Renters",58000,"Positive",2,"US South inhabitants","Females",33.776,"Non-vegetarians",188.461538461538
28000,"36 month loans","Paying off mortgage",110000,"Positive",3,"US South inhabitants","Females",47.92,"Non-vegetarians",202.307692307692
7000,"36 month loans","Paying off mortgage",59698,"Positive",5,"US South inhabitants","Females",34.237856,"Non-vegetarians",153.846153846154
5000,"36 month loans","Paying off mortgage",15600,"Positive",4,"US South inhabitants","Females",22.2432,"Non-vegetarians",149.230769230769
15000,"36 month loans","Paying off mortgage",62000,"Positive",3,"US South inhabitants","Females",34.864,"Non-vegetarians",172.307692307692
5000,"36 month loans","Paying off mortgage",25000,"Positive",4,"US South inhabitants","Females",24.8,"Non-vegetarians",149.230769230769
10000,"36 month loans","Renters",55000,"Positive",2,"US South inhabitants","Females",32.96,"Non-vegetarians",160.769230769231
20000,"36 month loans","Paying off mortgage",85000,"Negative",2,"US South inhabitants","Females",41.12,"Non-vegetarians",183.846153846154
4000,"36 month loans","Paying off mortgage",45000,"Positive",3,"US South inhabitants","Females",30.24,"Non-vegetarians",146.923076923077
35000,"60 month loans","Renters",82500,"Positive",6,"US South inhabitants","Females",40.44,"Non-vegetarians",218.461538461538
15000,"36 month loans","Home owners",48435,"Negative",4,"US South inhabitants","Females",31.17432,"Non-vegetarians",172.307692307692
12000,"60 month loans","Paying off mortgage",90000,"Positive",6,"US South inhabitants","Females",42.48,"Non-vegetarians",165.384615384615
14400,"60 month loans","Paying off mortgage",85000,"Positive",4,"US South inhabitants","Females",41.12,"Non-vegetarians",170.923076923077
30000,"60 month loans","Paying off mortgage",83200,"Positive",5,"US South inhabitants","Females",40.6304,"Non-vegetarians",206.923076923077
15000,"36 month loans","Renters",92000,"Negative",3,"US South inhabitants","Females",43.024,"Non-vegetarians",172.307692307692
10000,"36 month loans","Paying off mortgage",127000,"Positive",2,"US South inhabitants","Females",52.544,"Non-vegetarians",160.769230769231
30000,"60 month loans","Paying off mortgage",76070,"Negative",6,"US South inhabitants","Females",38.69104,"Non-vegetarians",206.923076923077
20000,"36 month loans","Paying off mortgage",190000,"Positive",1,"US South inhabitants","Females",69.68,"Non-vegetarians",183.846153846154
25000,"36 month loans","Paying off mortgage",70000,"Positive",3,"US South inhabitants","Females",37.04,"Non-vegetarians",195.384615384615
18000,"36 month loans","Paying off mortgage",60000,"Positive",2,"US South inhabitants","Females",34.32,"Non-vegetarians",179.230769230769
19200,"36 month loans","Renters",51000,"Positive",3,"US South inhabitants","Females",31.872,"Non-vegetarians",182
4800,"36 month loans","Paying off mortgage",40000,"Positive",4,"US South inhabitants","Females",28.88,"Non-vegetarians",148.769230769231
10850,"36 month loans","Paying off mortgage",42000,"Positive",4,"US South inhabitants","Females",29.424,"Non-vegetarians",162.730769230769
9000,"36 month loans","Paying off mortgage",60000,"Negative",2,"US South inhabitants","Females",34.32,"Non-vegetarians",158.461538461538
20000,"36 month loans","Paying off mortgage",53000,"Positive",2,"US South inhabitants","Females",32.416,"Non-vegetarians",183.846153846154
15000,"60 month loans","Paying off mortgage",68000,"Positive",6,"US South inhabitants","Females",36.496,"Non-vegetarians",172.307692307692
17400,"36 month loans","Renters",99400,"Positive",4,"US South inhabitants","Females",45.0368,"Non-vegetarians",177.846153846154
9600,"36 month loans","Paying off mortgage",30000,"Positive",4,"US South inhabitants","Females",26.16,"Non-vegetarians",159.846153846154
12000,"60 month loans","Renters",47000,"Positive",4,"US South inhabitants","Females",30.784,"Non-vegetarians",165.384615384615
7750,"36 month loans","Renters",28000,"Positive",3,"US South inhabitants","Females",25.616,"Non-vegetarians",155.576923076923
25000,"36 month loans","Home owners",150000,"Positive",3,"US South inhabitants","Females",58.8,"Non-vegetarians",195.384615384615
5000,"36 month loans","Paying off mortgage",62160,"Positive",4,"US South inhabitants","Females",34.90752,"Non-vegetarians",149.230769230769
16000,"36 month loans","Paying off mortgage",87000,"Positive",6,"US South inhabitants","Females",41.664,"Non-vegetarians",174.615384615385
20000,"60 month loans","Paying off mortgage",75000,"Negative",4,"US South inhabitants","Females",38.4,"Non-vegetarians",183.846153846154
10000,"36 month loans","Paying off mortgage",125000,"Positive",3,"US South inhabitants","Females",52,"Non-vegetarians",160.769230769231
6050,"36 month loans","Renters",20419,"Positive",7,"US South inhabitants","Females",23.553968,"Non-vegetarians",151.653846153846
35000,"36 month loans","Paying off mortgage",30000,"Negative",3,"US South inhabitants","Females",26.16,"Non-vegetarians",218.461538461538
27200,"60 month loans","Renters",65000,"Negative",8,"US South inhabitants","Females",35.68,"Non-vegetarians",200.461538461538
12000,"36 month loans","Paying off mortgage",60000,"Positive",1,"US South inhabitants","Females",34.32,"Non-vegetarians",165.384615384615
4000,"36 month loans","Home owners",41000,"Negative",4,"US South inhabitants","Females",29.152,"Non-vegetarians",146.923076923077
20000,"60 month loans","Renters",41000,"Positive",5,"US South inhabitants","Females",29.152,"Non-vegetarians",183.846153846154
8400,"36 month loans","Renters",63000,"Positive",3,"US South inhabitants","Females",35.136,"Non-vegetarians",157.076923076923
12000,"36 month loans","Paying off mortgage",59000,"Negative",4,"US South inhabitants","Females",34.048,"Non-vegetarians",165.384615384615
10000,"36 month loans","Renters",150000,"Negative",3,"US South inhabitants","Females",58.8,"Non-vegetarians",160.769230769231
6000,"36 month loans","Renters",27000,"Positive",3,"US South inhabitants","Females",25.344,"Non-vegetarians",151.538461538462
35000,"36 month loans","Paying off mortgage",1e+05,"Negative",3,"US South inhabitants","Females",45.2,"Non-vegetarians",218.461538461538
5300,"36 month loans","Paying off mortgage",35800,"Positive",3,"US South inhabitants","Females",27.7376,"Non-vegetarians",149.923076923077
24000,"60 month loans","Paying off mortgage",81000,"Positive",4,"US South inhabitants","Females",40.032,"Non-vegetarians",193.076923076923
6000,"36 month loans","Paying off mortgage",125000,"Positive",1,"US South inhabitants","Females",52,"Non-vegetarians",151.538461538462
5500,"36 month loans","Renters",45000,"Positive",3,"US South inhabitants","Females",30.24,"Non-vegetarians",150.384615384615
24000,"60 month loans","Paying off mortgage",70000,"Positive",5,"US South inhabitants","Females",37.04,"Non-vegetarians",193.076923076923
25000,"60 month loans","Paying off mortgage",86000,"Negative",8,"US South inhabitants","Females",41.392,"Non-vegetarians",195.384615384615
5000,"36 month loans","Paying off mortgage",38300,"Positive",4,"US South inhabitants","Females",28.4176,"Non-vegetarians",149.230769230769
14000,"36 month loans","Renters",85700,"Positive",3,"US South inhabitants","Females",41.3104,"Non-vegetarians",170
15000,"36 month loans","Paying off mortgage",60000,"Positive",1,"US South inhabitants","Females",34.32,"Non-vegetarians",172.307692307692
14200,"60 month loans","Home owners",15000,"Negative",6,"US South inhabitants","Females",22.08,"Non-vegetarians",170.461538461538
5000,"36 month loans","Paying off mortgage",57500,"Positive",3,"US South inhabitants","Females",33.64,"Non-vegetarians",149.230769230769
5625,"36 month loans","Paying off mortgage",75000,"Positive",5,"US South inhabitants","Females",38.4,"Non-vegetarians",150.673076923077
5000,"36 month loans","Paying off mortgage",20000,"Positive",3,"US South inhabitants","Females",23.44,"Non-vegetarians",149.230769230769
7750,"36 month loans","Renters",25000,"Positive",3,"US South inhabitants","Females",24.8,"Non-vegetarians",155.576923076923
20000,"36 month loans","Paying off mortgage",46961,"Positive",4,"US South inhabitants","Females",30.773392,"Non-vegetarians",183.846153846154
5000,"36 month loans","Renters",43000,"Positive",3,"US South inhabitants","Females",29.696,"Non-vegetarians",149.230769230769
5000,"36 month loans","Paying off mortgage",28000,"Positive",6,"US South inhabitants","Females",25.616,"Non-vegetarians",149.230769230769
15000,"36 month loans","Renters",55000,"Negative",6,"US South inhabitants","Females",32.96,"Non-vegetarians",172.307692307692
13500,"36 month loans","Paying off mortgage",120000,"Positive",3,"US South inhabitants","Females",50.64,"Non-vegetarians",168.846153846154
5000,"36 month loans","Home owners",25000,"Positive",2,"US South inhabitants","Females",24.8,"Non-vegetarians",149.230769230769
2500,"36 month loans","Paying off mortgage",25000,"Positive",2,"US South inhabitants","Females",24.8,"Non-vegetarians",143.461538461538
10000,"36 month loans","Renters",38000,"Positive",4,"US South inhabitants","Females",28.336,"Non-vegetarians",160.769230769231
22400,"36 month loans","Paying off mortgage",80000,"Positive",4,"US South inhabitants","Females",39.76,"Non-vegetarians",189.384615384615
5000,"36 month loans","Renters",85000,"Positive",3,"US South inhabitants","Females",41.12,"Non-vegetarians",149.230769230769
13600,"60 month loans","Renters",50000,"Positive",3,"US South inhabitants","Females",31.6,"Non-vegetarians",169.076923076923
16000,"36 month loans","Paying off mortgage",99000,"Positive",1,"US South inhabitants","Females",44.928,"Non-vegetarians",174.615384615385
14400,"60 month loans","Paying off mortgage",42000,"Positive",4,"US South inhabitants","Females",29.424,"Non-vegetarians",170.923076923077
8400,"36 month loans","Paying off mortgage",131000,"Positive",4,"US South inhabitants","Females",53.632,"Non-vegetarians",157.076923076923
32000,"60 month loans","Paying off mortgage",89000,"Positive",6,"US South inhabitants","Females",42.208,"Non-vegetarians",211.538461538462
15000,"36 month loans","Paying off mortgage",97000,"Positive",1,"US South inhabitants","Females",44.384,"Non-vegetarians",172.307692307692
7000,"36 month loans","Home owners",91000,"Positive",2,"US South inhabitants","Females",42.752,"Non-vegetarians",153.846153846154
9000,"36 month loans","Renters",38400,"Positive",3,"US South inhabitants","Females",28.4448,"Non-vegetarians",158.461538461538
2500,"36 month loans","Paying off mortgage",24000,"Positive",3,"US South inhabitants","Females",24.528,"Non-vegetarians",143.461538461538
35000,"60 month loans","Paying off mortgage",144000,"Positive",3,"US South inhabitants","Females",57.168,"Non-vegetarians",218.461538461538
6000,"36 month loans","Paying off mortgage",89250,"Positive",2,"US South inhabitants","Females",42.276,"Non-vegetarians",151.538461538462
25000,"36 month loans","Paying off mortgage",105000,"Positive",4,"US South inhabitants","Females",46.56,"Non-vegetarians",195.384615384615
6000,"36 month loans","Paying off mortgage",70000,"Positive",4,"US South inhabitants","Females",37.04,"Non-vegetarians",151.538461538462
10000,"36 month loans","Paying off mortgage",56000,"Positive",3,"US South inhabitants","Females",33.232,"Non-vegetarians",160.769230769231
4000,"36 month loans","Renters",35000,"Negative",3,"US South inhabitants","Females",27.52,"Non-vegetarians",146.923076923077
21000,"36 month loans","Renters",114420,"Negative",3,"US South inhabitants","Females",49.12224,"Non-vegetarians",186.153846153846
16800,"36 month loans","Paying off mortgage",56000,"Positive",5,"US South inhabitants","Females",33.232,"Non-vegetarians",176.461538461538
10000,"60 month loans","Renters",49000,"Positive",4,"US South inhabitants","Females",31.328,"Non-vegetarians",160.769230769231
16000,"36 month loans","Paying off mortgage",94000,"Positive",3,"US South inhabitants","Females",43.568,"Non-vegetarians",174.615384615385
14000,"60 month loans","Home owners",28000,"Positive",8,"US South inhabitants","Females",25.616,"Non-vegetarians",170
16000,"36 month loans","Paying off mortgage",102000,"Negative",2,"US South inhabitants","Females",45.744,"Non-vegetarians",174.615384615385
24000,"60 month loans","Paying off mortgage",60000,"Positive",3,"US South inhabitants","Females",34.32,"Non-vegetarians",193.076923076923
9000,"36 month loans","Paying off mortgage",75000,"Positive",1,"US South inhabitants","Females",38.4,"Non-vegetarians",158.461538461538
20000,"60 month loans","Paying off mortgage",125000,"Positive",5,"US South inhabitants","Females",52,"Non-vegetarians",183.846153846154
23750,"60 month loans","Paying off mortgage",53121,"Negative",4,"US South inhabitants","Females",32.448912,"Non-vegetarians",192.5
16800,"60 month loans","Renters",60000,"Positive",4,"US South inhabitants","Females",34.32,"Non-vegetarians",176.461538461538
10000,"60 month loans","Home owners",54000,"Positive",6,"US South inhabitants","Females",32.688,"Non-vegetarians",160.769230769231
7000,"36 month loans","Renters",40000,"Negative",4,"US South inhabitants","Females",28.88,"Non-vegetarians",153.846153846154
19200,"60 month loans","Paying off mortgage",48000,"Positive",5,"US South inhabitants","Females",31.056,"Non-vegetarians",182
9000,"36 month loans","Paying off mortgage",98000,"Positive",2,"US South inhabitants","Females",44.656,"Non-vegetarians",158.461538461538
12150,"36 month loans","Home owners",125000,"Positive",6,"US South inhabitants","Females",52,"Non-vegetarians",165.730769230769
2400,"36 month loans","Paying off mortgage",104000,"Positive",4,"US South inhabitants","Females",46.288,"Non-vegetarians",143.230769230769
6000,"36 month loans","Renters",50000,"Positive",3,"US South inhabitants","Females",31.6,"Non-vegetarians",151.538461538462
9025,"36 month loans","Paying off mortgage",129000,"Negative",5,"US South inhabitants","Females",53.088,"Non-vegetarians",158.519230769231
15000,"36 month loans","Paying off mortgage",96000,"Negative",4,"US South inhabitants","Females",44.112,"Non-vegetarians",172.307692307692
25000,"60 month loans","Renters",1e+05,"Positive",3,"US South inhabitants","Females",45.2,"Non-vegetarians",195.384615384615
35000,"36 month loans","Paying off mortgage",75000,"Positive",3,"US South inhabitants","Females",38.4,"Non-vegetarians",218.461538461538
23000,"36 month loans","Paying off mortgage",55418,"Positive",2,"US South inhabitants","Females",33.073696,"Non-vegetarians",190.769230769231
5000,"36 month loans","Home owners",36500,"Positive",4,"US South inhabitants","Females",27.928,"Non-vegetarians",149.230769230769
10000,"36 month loans","Home owners",45000,"Positive",3,"US South inhabitants","Females",30.24,"Non-vegetarians",160.769230769231
14000,"60 month loans","Renters",96000,"Positive",4,"US South inhabitants","Females",44.112,"Non-vegetarians",170
25475,"60 month loans","Paying off mortgage",57200,"Negative",8,"US South inhabitants","Females",33.5584,"Non-vegetarians",196.480769230769
6100,"36 month loans","Home owners",60000,"Positive",4,"US South inhabitants","Females",34.32,"Non-vegetarians",151.769230769231
17475,"60 month loans","Home owners",39634,"Positive",4,"US South inhabitants","Females",28.780448,"Non-vegetarians",178.019230769231
4000,"36 month loans","Paying off mortgage",120000,"Positive",4,"US South inhabitants","Females",50.64,"Non-vegetarians",146.923076923077
30000,"60 month loans","Paying off mortgage",1e+05,"Negative",8,"US South inhabitants","Females",45.2,"Non-vegetarians",206.923076923077
5600,"36 month loans","Paying off mortgage",160000,"Positive",4,"US South inhabitants","Females",61.52,"Non-vegetarians",150.615384615385
25000,"36 month loans","Renters",85000,"Positive",4,"US South inhabitants","Females",41.12,"Non-vegetarians",195.384615384615
8500,"36 month loans","Home owners",97000,"Negative",2,"US South inhabitants","Females",44.384,"Non-vegetarians",157.307692307692
16000,"36 month loans","Paying off mortgage",48000,"Positive",4,"US South inhabitants","Females",31.056,"Non-vegetarians",174.615384615385
11875,"36 month loans","Paying off mortgage",40000,"Positive",6,"US South inhabitants","Females",28.88,"Non-vegetarians",165.096153846154
6500,"36 month loans","Paying off mortgage",49000,"Positive",3,"US South inhabitants","Females",31.328,"Non-vegetarians",152.692307692308
13225,"36 month loans","Paying off mortgage",148000,"Positive",6,"US South inhabitants","Females",58.256,"Non-vegetarians",168.211538461538
19200,"60 month loans","Home owners",40000,"Positive",3,"US South inhabitants","Females",28.88,"Non-vegetarians",182
2200,"36 month loans","Paying off mortgage",57521,"Positive",2,"US South inhabitants","Females",33.645712,"Non-vegetarians",142.769230769231
21175,"60 month loans","Paying off mortgage",48000,"Positive",7,"US South inhabitants","Females",31.056,"Non-vegetarians",186.557692307692
10800,"36 month loans","Paying off mortgage",60000,"Positive",4,"US South inhabitants","Females",34.32,"Non-vegetarians",162.615384615385
2000,"36 month loans","Paying off mortgage",46800,"Positive",2,"US South inhabitants","Females",30.7296,"Non-vegetarians",142.307692307692
5400,"36 month loans","Paying off mortgage",24000,"Negative",3,"US South inhabitants","Females",24.528,"Non-vegetarians",150.153846153846
7500,"36 month loans","Renters",55000,"Positive",2,"US South inhabitants","Females",32.96,"Non-vegetarians",155
15000,"60 month loans","Home owners",1e+05,"Positive",4,"US South inhabitants","Females",45.2,"Non-vegetarians",172.307692307692
6150,"36 month loans","Paying off mortgage",34000,"Negative",5,"US South inhabitants","Females",27.248,"Non-vegetarians",151.884615384615
35000,"60 month loans","Paying off mortgage",105000,"Negative",5,"US South inhabitants","Females",46.56,"Non-vegetarians",218.461538461538
17425,"36 month loans","Renters",79500,"Negative",6,"US North Central inhabitants","Females",39.624,"Non-vegetarians",177.903846153846
30000,"36 month loans","Paying off mortgage",60000,"Positive",5,"US North Central inhabitants","Females",34.32,"Non-vegetarians",206.923076923077
10000,"36 month loans","Paying off mortgage",66000,"Positive",3,"US North Central inhabitants","Females",35.952,"Non-vegetarians",160.769230769231
24000,"36 month loans","Paying off mortgage",141600,"Positive",3,"US North Central inhabitants","Females",56.5152,"Non-vegetarians",193.076923076923
10000,"36 month loans","Renters",64000,"Positive",2,"US North Central inhabitants","Females",35.408,"Non-vegetarians",160.769230769231
30000,"36 month loans","Renters",65000,"Positive",5,"US North Central inhabitants","Females",35.68,"Non-vegetarians",206.923076923077
7175,"36 month loans","Renters",30000,"Positive",6,"US North Central inhabitants","Females",26.16,"Non-vegetarians",154.25
5000,"36 month loans","Paying off mortgage",60000,"Positive",3,"US North Central inhabitants","Females",34.32,"Non-vegetarians",149.230769230769
9950,"36 month loans","Home owners",76000,"Negative",4,"US North Central inhabitants","Females",38.672,"Non-vegetarians",160.653846153846
10800,"36 month loans","Home owners",55000,"Positive",3,"US North Central inhabitants","Females",32.96,"Non-vegetarians",162.615384615385
25000,"36 month loans","Home owners",1e+05,"Positive",2,"US North Central inhabitants","Females",45.2,"Non-vegetarians",195.384615384615
18325,"60 month loans","Renters",66680,"Positive",8,"US North Central inhabitants","Females",36.13696,"Non-vegetarians",179.980769230769
30000,"60 month loans","Paying off mortgage",57000,"Negative",7,"US North Central inhabitants","Females",33.504,"Non-vegetarians",206.923076923077
4800,"36 month loans","Renters",25000,"Positive",4,"US North Central inhabitants","Females",24.8,"Non-vegetarians",148.769230769231
19950,"60 month loans","Paying off mortgage",82000,"Positive",4,"US North Central inhabitants","Females",40.304,"Non-vegetarians",183.730769230769
14000,"60 month loans","Home owners",70000,"Negative",5,"US Northeast inhabitants","Females",37.04,"Non-vegetarians",170
12000,"36 month loans","Paying off mortgage",125000,"Positive",2,"US Northeast inhabitants","Females",52,"Non-vegetarians",165.384615384615
7500,"36 month loans","Renters",39975,"Positive",4,"US Northeast inhabitants","Females",28.8732,"Non-vegetarians",155
20000,"60 month loans","Paying off mortgage",64000,"Negative",3,"US Northeast inhabitants","Females",35.408,"Non-vegetarians",183.846153846154
18000,"60 month loans","Home owners",85000,"Positive",2,"US Northeast inhabitants","Females",41.12,"Non-vegetarians",179.230769230769
12000,"36 month loans","Paying off mortgage",80000,"Positive",1,"US Northeast inhabitants","Females",39.76,"Non-vegetarians",165.384615384615
7200,"36 month loans","Renters",35000,"Positive",4,"US Northeast inhabitants","Females",27.52,"Non-vegetarians",154.307692307692
13000,"36 month loans","Paying off mortgage",115000,"Positive",3,"US Northeast inhabitants","Females",49.28,"Non-vegetarians",167.692307692308
4475,"36 month loans","Renters",30000,"Positive",4,"US Northeast inhabitants","Females",26.16,"Non-vegetarians",148.019230769231
7125,"36 month loans","Renters",35000,"Positive",5,"US Northeast inhabitants","Females",27.52,"Non-vegetarians",154.134615384615
17950,"36 month loans","Paying off mortgage",70000,"Positive",5,"US Northeast inhabitants","Females",37.04,"Non-vegetarians",179.115384615385
25000,"60 month loans","Paying off mortgage",58000,"Positive",6,"US Northeast inhabitants","Females",33.776,"Non-vegetarians",195.384615384615
13625,"36 month loans","Home owners",44000,"Positive",6,"US Northeast inhabitants","Females",29.968,"Non-vegetarians",169.134615384615
6500,"36 month loans","Renters",92000,"Positive",2,"US Northeast inhabitants","Females",43.024,"Non-vegetarians",152.692307692308
11900,"60 month loans","Renters",33000,"Positive",6,"US Northeast inhabitants","Females",26.976,"Non-vegetarians",165.153846153846
20000,"60 month loans","Paying off mortgage",50000,"Positive",4,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",183.846153846154
20000,"36 month loans","Home owners",65000,"Positive",4,"US Northeast inhabitants","Females",35.68,"Non-vegetarians",183.846153846154
5525,"36 month loans","Paying off mortgage",60000,"Positive",3,"US Northeast inhabitants","Females",34.32,"Non-vegetarians",150.442307692308
5000,"36 month loans","Renters",50000,"Positive",5,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",149.230769230769
14300,"36 month loans","Home owners",55000,"Positive",2,"US Northeast inhabitants","Females",32.96,"Non-vegetarians",170.692307692308
13000,"36 month loans","Home owners",38670,"Positive",5,"US Northeast inhabitants","Females",28.51824,"Non-vegetarians",167.692307692308
9000,"36 month loans","Renters",25000,"Positive",4,"US Northeast inhabitants","Females",24.8,"Non-vegetarians",158.461538461538
5000,"36 month loans","Renters",17000,"Positive",3,"US Northeast inhabitants","Females",22.624,"Non-vegetarians",149.230769230769
12000,"36 month loans","Renters",60000,"Positive",3,"US Northeast inhabitants","Females",34.32,"Non-vegetarians",165.384615384615
10000,"36 month loans","Paying off mortgage",114000,"Positive",1,"US Northeast inhabitants","Females",49.008,"Non-vegetarians",160.769230769231
10000,"36 month loans","Paying off mortgage",53000,"Positive",4,"US Northeast inhabitants","Females",32.416,"Non-vegetarians",160.769230769231
11000,"36 month loans","Renters",48000,"Positive",2,"US Northeast inhabitants","Females",31.056,"Non-vegetarians",163.076923076923
17350,"36 month loans","Home owners",44000,"Positive",6,"US Northeast inhabitants","Females",29.968,"Non-vegetarians",177.730769230769
12000,"36 month loans","Renters",98000,"Positive",3,"US Northeast inhabitants","Females",44.656,"Non-vegetarians",165.384615384615
6000,"36 month loans","Paying off mortgage",121000,"Positive",2,"US Northeast inhabitants","Females",50.912,"Non-vegetarians",151.538461538462
10000,"36 month loans","Renters",108000,"Negative",3,"US Northeast inhabitants","Females",47.376,"Non-vegetarians",160.769230769231
35000,"60 month loans","Renters",155000,"Positive",6,"US Northeast inhabitants","Females",60.16,"Non-vegetarians",218.461538461538
6000,"36 month loans","Renters",93182,"Positive",3,"US Northeast inhabitants","Females",43.345504,"Non-vegetarians",151.538461538462
10500,"36 month loans","Home owners",30000,"Negative",6,"US Northeast inhabitants","Females",26.16,"Non-vegetarians",161.923076923077
8000,"36 month loans","Renters",81000,"Positive",3,"US Northeast inhabitants","Females",40.032,"Non-vegetarians",156.153846153846
30000,"36 month loans","Renters",107000,"Positive",1,"US Northeast inhabitants","Females",47.104,"Non-vegetarians",206.923076923077
2500,"36 month loans","Renters",45000,"Positive",2,"US Northeast inhabitants","Females",30.24,"Non-vegetarians",143.461538461538
20000,"36 month loans","Renters",120000,"Positive",5,"US Northeast inhabitants","Females",50.64,"Non-vegetarians",183.846153846154
28000,"36 month loans","Renters",175000,"Positive",2,"US Northeast inhabitants","Females",65.6,"Non-vegetarians",202.307692307692
25000,"36 month loans","Renters",85000,"Positive",5,"US Northeast inhabitants","Females",41.12,"Non-vegetarians",195.384615384615
18000,"36 month loans","Renters",60000,"Positive",3,"US Northeast inhabitants","Females",34.32,"Non-vegetarians",179.230769230769
6000,"36 month loans","Renters",52000,"Positive",6,"US Northeast inhabitants","Females",32.144,"Non-vegetarians",151.538461538462
12850,"36 month loans","Paying off mortgage",86000,"Negative",3,"US Northeast inhabitants","Females",41.392,"Non-vegetarians",167.346153846154
11000,"36 month loans","Renters",61000,"Positive",2,"US Northeast inhabitants","Females",34.592,"Non-vegetarians",163.076923076923
29175,"60 month loans","Renters",65000,"Positive",7,"US Northeast inhabitants","Females",35.68,"Non-vegetarians",205.019230769231
25000,"60 month loans","Paying off mortgage",102000,"Positive",5,"US Northeast inhabitants","Females",45.744,"Non-vegetarians",195.384615384615
10000,"36 month loans","Renters",95400,"Positive",6,"US Northeast inhabitants","Females",43.9488,"Non-vegetarians",160.769230769231
22000,"36 month loans","Home owners",95000,"Positive",3,"US Northeast inhabitants","Females",43.84,"Non-vegetarians",188.461538461538
15000,"36 month loans","Renters",55000,"Positive",4,"US Northeast inhabitants","Females",32.96,"Non-vegetarians",172.307692307692
10000,"36 month loans","Paying off mortgage",65000,"Positive",1,"US Northeast inhabitants","Females",35.68,"Non-vegetarians",160.769230769231
11975,"36 month loans","Home owners",55000,"Positive",7,"US Northeast inhabitants","Females",32.96,"Non-vegetarians",165.326923076923
12000,"60 month loans","Paying off mortgage",68000,"Negative",4,"US Northeast inhabitants","Females",36.496,"Non-vegetarians",165.384615384615
5125,"36 month loans","Renters",24000,"Positive",6,"US Northeast inhabitants","Females",24.528,"Non-vegetarians",149.519230769231
6000,"36 month loans","Renters",25000,"Positive",3,"US Northeast inhabitants","Females",24.8,"Non-vegetarians",151.538461538462
19175,"36 month loans","Paying off mortgage",105000,"Positive",2,"US Northeast inhabitants","Females",46.56,"Non-vegetarians",181.942307692308
25000,"36 month loans","Paying off mortgage",72000,"Positive",2,"US Northeast inhabitants","Females",37.584,"Non-vegetarians",195.384615384615
13000,"36 month loans","Paying off mortgage",136000,"Positive",3,"US Northeast inhabitants","Females",54.992,"Non-vegetarians",167.692307692308
30000,"36 month loans","Paying off mortgage",225000,"Positive",2,"US Northeast inhabitants","Females",79.2,"Non-vegetarians",206.923076923077
2400,"36 month loans","Paying off mortgage",88000,"Positive",4,"US Northeast inhabitants","Females",41.936,"Non-vegetarians",143.230769230769
20000,"36 month loans","Paying off mortgage",90000,"Positive",3,"US Northeast inhabitants","Females",42.48,"Non-vegetarians",183.846153846154
8800,"36 month loans","Renters",92500,"Positive",3,"US Northeast inhabitants","Females",43.16,"Non-vegetarians",158
9350,"36 month loans","Home owners",52000,"Positive",6,"US Northeast inhabitants","Females",32.144,"Non-vegetarians",159.269230769231
22750,"60 month loans","Renters",75000,"Positive",7,"US Northeast inhabitants","Females",38.4,"Non-vegetarians",190.192307692308
35000,"36 month loans","Renters",90000,"Positive",4,"US Northeast inhabitants","Females",42.48,"Non-vegetarians",218.461538461538
19775,"36 month loans","Renters",55000,"Positive",4,"US Northeast inhabitants","Females",32.96,"Non-vegetarians",183.326923076923
10000,"36 month loans","Renters",62000,"Positive",3,"US Northeast inhabitants","Females",34.864,"Non-vegetarians",160.769230769231
13500,"36 month loans","Paying off mortgage",50000,"Positive",4,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",168.846153846154
20000,"60 month loans","Renters",162000,"Negative",5,"US Northeast inhabitants","Females",62.064,"Non-vegetarians",183.846153846154
12000,"36 month loans","Paying off mortgage",138000,"Positive",1,"US Northeast inhabitants","Females",55.536,"Non-vegetarians",165.384615384615
32000,"36 month loans","Paying off mortgage",120000,"Positive",2,"US Northeast inhabitants","Females",50.64,"Non-vegetarians",211.538461538462
2400,"36 month loans","Home owners",115000,"Positive",6,"US Northeast inhabitants","Females",49.28,"Non-vegetarians",143.230769230769
6000,"36 month loans","Renters",48000,"Positive",4,"US Northeast inhabitants","Females",31.056,"Non-vegetarians",151.538461538462
35000,"36 month loans","Paying off mortgage",85000,"Positive",4,"US Northeast inhabitants","Females",41.12,"Non-vegetarians",218.461538461538
